wake_date,sleep_date,wake_hour,sleep_hour,gap_hours,wake_timestamp,sleep_timestamp
2024-06-07,2024-06-06,6.60,17.45,12.81,2024-06-07T06:36:44.183000-04:00,2024-06-06T17:27:56.947000-04:00
2024-06-08,2024-06-07,0.88,9.97,14.50,2024-06-08T00:53:51.414000-04:00,2024-06-07T09:58:43.279000-04:00
2024-06-09,2024-06-08,0.35,10.28,12.67,2024-06-09T00:21:15.518000-04:00,2024-06-08T10:17:09.999000-04:00
2024-06-09,2024-06-09,8.60,4.58,3.98,2024-06-09T08:36:27.118000-04:00,2024-06-09T04:35:46.164000-04:00
2024-06-10,2024-06-09,2.08,12.78,13.05,2024-06-10T02:05:46.494000-04:00,2024-06-09T12:47:19.340000-04:00
2024-06-10,2024-06-10,9.42,6.18,3.22,2024-06-10T09:25:45.399000-04:00,2024-06-10T06:11:04.322000-04:00
2024-06-11,2024-06-10,0.98,12.20,12.33,2024-06-11T00:59:16.291000-04:00,2024-06-10T12:12:34.340000-04:00
2024-06-12,2024-06-11,9.62,11.05,22.22,2024-06-12T09:37:55.815000-04:00,2024-06-11T11:03:49.755000-04:00
2024-06-13,2024-06-12,4.60,11.22,17.23,2024-06-13T04:36:36.792000-04:00,2024-06-12T11:13:09.686000-04:00
2024-06-13,2024-06-13,10.23,6.02,4.19,2024-06-13T10:14:00.259000-04:00,2024-06-13T06:01:21.763000-04:00
2024-06-14,2024-06-13,1.77,12.83,12.66,2024-06-14T01:46:36.562000-04:00,2024-06-13T12:50:34.426000-04:00
2024-06-15,2024-06-14,7.32,12.23,18.93,2024-06-15T07:19:49.608000-04:00,2024-06-14T12:14:58.635000-04:00
2024-06-16,2024-06-15,5.80,7.53,22.18,2024-06-16T05:48:24.348000-04:00,2024-06-15T07:32:06.481000-04:00
2024-06-16,2024-06-16,12.75,7.13,5.15,2024-06-16T12:45:30.486000-04:00,2024-06-16T07:08:17.224000-04:00
2024-06-17,2024-06-16,1.80,12.75,12.79,2024-06-17T01:48:55.745000-04:00,2024-06-16T12:45:30.486000-04:00
2024-06-17,2024-06-17,23.75,10.73,12.98,2024-06-17T23:45:44.878000-04:00,2024-06-17T10:44:44.915000-04:00
2024-06-19,2024-06-18,1.95,10.22,15.42,2024-06-19T01:57:13.376000-04:00,2024-06-18T10:13:41.118000-04:00
2024-06-20,2024-06-19,7.72,13.07,18.60,2024-06-20T07:43:33.187000-04:00,2024-06-19T13:04:09.799000-04:00
2024-06-21,2024-06-20,1.83,8.05,17.69,2024-06-21T01:50:52.859000-04:00,2024-06-20T08:03:25.464000-04:00
2024-06-22,2024-06-21,0.03,8.70,15.26,2024-06-22T00:02:59.437000-04:00,2024-06-21T08:42:53.285000-04:00
2024-06-25,2024-06-24,2.97,11.08,15.59,2024-06-25T02:58:57.850000-04:00,2024-06-24T11:05:39.378000-04:00
2024-06-26,2024-06-25,2.87,11.90,14.49,2024-06-26T02:52:19.290000-04:00,2024-06-25T11:54:07.301000-04:00
2024-06-27,2024-06-26,1.13,12.67,12.42,2024-06-27T01:08:05.631000-04:00,2024-06-26T12:40:04.962000-04:00
2024-06-27,2024-06-27,23.87,6.25,17.51,2024-06-27T23:52:17.428000-04:00,2024-06-27T06:15:00.640000-04:00
2024-06-28,2024-06-28,12.22,3.53,8.06,2024-06-28T12:13:07.766000-04:00,2024-06-28T03:32:41.467000-04:00
2024-06-29,2024-06-28,1.77,13.48,12.12,2024-06-29T01:46:19.605000-04:00,2024-06-28T13:29:04.578000-04:00
2024-06-30,2024-06-29,0.93,9.02,15.89,2024-06-30T00:56:07.605000-04:00,2024-06-29T09:01:07.018000-04:00
2024-07-01,2024-06-30,1.42,9.03,16.20,2024-07-01T01:25:47.468000-04:00,2024-06-30T09:02:22.423000-04:00
2024-07-01,2024-07-01,9.22,2.52,6.33,2024-07-01T09:13:36.708000-04:00,2024-07-01T02:31:09.377000-04:00
2024-07-02,2024-07-01,1.80,9.22,16.56,2024-07-02T01:48:45.505000-04:00,2024-07-01T09:13:36.708000-04:00
2024-07-02,2024-07-02,21.62,12.93,7.78,2024-07-02T21:37:19.322000-04:00,2024-07-02T12:56:06.490000-04:00
2024-07-04,2024-07-03,5.22,12.35,16.55,2024-07-04T05:13:06.605000-04:00,2024-07-03T12:21:13.526000-04:00
2024-07-05,2024-07-04,2.93,14.07,12.75,2024-07-05T02:56:49.809000-04:00,2024-07-04T14:04:59.246000-04:00
2024-07-06,2024-07-05,0.62,13.15,11.42,2024-07-06T00:37:33.131000-04:00,2024-07-05T13:09:35.008000-04:00
2024-07-07,2024-07-06,2.17,9.70,15.88,2024-07-07T02:10:17.773000-04:00,2024-07-06T09:42:06.623000-04:00
2024-07-07,2024-07-07,8.80,5.15,3.28,2024-07-07T08:48:25.688000-04:00,2024-07-07T05:09:26.900000-04:00
2024-07-08,2024-07-07,0.63,10.63,13.96,2024-07-08T00:38:35.302000-04:00,2024-07-07T10:38:50.899000-04:00
2024-07-08,2024-07-08,11.93,5.08,6.50,2024-07-08T11:56:37.703000-04:00,2024-07-08T05:05:41.667000-04:00
2024-07-09,2024-07-08,1.00,13.50,11.40,2024-07-09T01:00:05.925000-04:00,2024-07-08T13:30:48.322000-04:00
2024-07-10,2024-07-09,0.02,11.85,12.12,2024-07-10T00:01:36.817000-04:00,2024-07-09T11:51:14.914000-04:00
2024-07-11,2024-07-10,1.10,11.15,13.82,2024-07-11T01:06:50.901000-04:00,2024-07-10T11:09:32.979000-04:00
2024-07-11,2024-07-11,5.75,2.70,3.02,2024-07-11T05:45:03.062000-04:00,2024-07-11T02:42:55.462000-04:00
2024-07-11,2024-07-11,12.98,9.58,3.30,2024-07-11T12:59:31.030000-04:00,2024-07-11T09:35:24.076000-04:00
2024-07-12,2024-07-11,1.92,14.40,11.37,2024-07-12T01:55:33.191000-04:00,2024-07-11T14:24:11.078000-04:00
2024-07-13,2024-07-12,3.20,13.87,13.28,2024-07-13T03:12:16.262000-04:00,2024-07-12T13:52:42.488000-04:00
2024-07-13,2024-07-13,11.47,7.02,4.38,2024-07-13T11:28:55.710000-04:00,2024-07-13T07:01:41.398000-04:00
2024-07-14,2024-07-13,2.75,13.43,13.15,2024-07-14T02:45:05.193000-04:00,2024-07-13T13:26:19.760000-04:00
2024-07-14,2024-07-14,23.98,7.32,16.30,2024-07-14T23:59:00.720000-04:00,2024-07-14T07:19:49.657000-04:00
2024-07-15,2024-07-15,10.45,6.63,3.66,2024-07-15T10:27:43.406000-04:00,2024-07-15T06:38:50.885000-04:00
2024-07-16,2024-07-15,3.37,15.17,11.67,2024-07-16T03:22:52.945000-04:00,2024-07-15T15:10:10.140000-04:00
2024-07-16,2024-07-16,13.00,3.37,8.56,2024-07-16T13:00:40.111000-04:00,2024-07-16T03:22:52.945000-04:00
2024-07-17,2024-07-16,0.18,16.58,7.48,2024-07-17T00:11:03.943000-04:00,2024-07-16T16:35:45.404000-04:00
2024-07-17,2024-07-17,7.55,3.25,3.71,2024-07-17T07:33:47.090000-04:00,2024-07-17T03:15:48.652000-04:00
2024-07-17,2024-07-17,22.45,12.78,9.55,2024-07-17T22:27:26.781000-04:00,2024-07-17T12:47:37.374000-04:00
2024-07-18,2024-07-17,4.03,22.70,4.59,2024-07-18T04:02:48.180000-04:00,2024-07-17T22:42:51.863000-04:00
2024-07-18,2024-07-18,9.08,5.45,3.60,2024-07-18T09:05:58.885000-04:00,2024-07-18T05:27:08.086000-04:00
2024-07-19,2024-07-18,2.70,14.43,11.49,2024-07-19T02:42:21.216000-04:00,2024-07-18T14:26:53.470000-04:00
2024-07-19,2024-07-19,12.77,4.10,8.59,2024-07-19T12:46:58.180000-04:00,2024-07-19T04:06:10.115000-04:00
2024-07-20,2024-07-19,2.02,13.22,10.82,2024-07-20T02:01:12.482000-04:00,2024-07-19T13:13:42.767000-04:00
2024-07-20,2024-07-20,6.52,2.02,4.35,2024-07-20T06:31:23.407000-04:00,2024-07-20T02:01:12.482000-04:00
2024-07-21,2024-07-20,3.32,9.42,16.61,2024-07-21T03:19:27.925000-04:00,2024-07-20T09:25:45.485000-04:00
2024-07-21,2024-07-21,11.13,6.22,4.87,2024-07-21T11:08:42.910000-04:00,2024-07-21T06:13:18.685000-04:00
2024-07-21,2024-07-21,23.97,14.75,8.77,2024-07-21T23:58:29.147000-04:00,2024-07-21T14:45:40.712000-04:00
2024-07-22,2024-07-22,9.15,5.10,3.99,2024-07-22T09:09:07.987000-04:00,2024-07-22T05:06:52.840000-04:00
2024-07-23,2024-07-22,4.48,15.43,12.92,2024-07-23T04:29:37.187000-04:00,2024-07-22T15:26:26.195000-04:00
2024-07-23,2024-07-23,7.72,4.48,3.00,2024-07-23T07:43:13.036000-04:00,2024-07-23T04:29:37.187000-04:00
2024-07-24,2024-07-23,1.93,11.90,13.91,2024-07-24T01:56:38.437000-04:00,2024-07-23T11:54:40.971000-04:00
2024-07-24,2024-07-24,23.93,12.22,11.36,2024-07-24T23:56:22.011000-04:00,2024-07-24T12:13:25.390000-04:00
2024-07-25,2024-07-25,12.05,3.48,8.17,2024-07-25T12:03:21.949000-04:00,2024-07-25T03:29:06.657000-04:00
2024-07-26,2024-07-25,0.97,14.03,9.96,2024-07-26T00:58:37.674000-04:00,2024-07-25T14:02:53.708000-04:00
2024-07-26,2024-07-26,9.73,5.80,3.31,2024-07-26T09:44:34.413000-04:00,2024-07-26T05:48:57.275000-04:00
2024-07-27,2024-07-26,0.35,14.70,9.04,2024-07-27T00:21:47.639000-04:00,2024-07-26T14:42:25.372000-04:00
2024-07-27,2024-07-27,13.48,8.15,5.27,2024-07-27T13:29:40.486000-04:00,2024-07-27T08:09:19.552000-04:00
2024-07-28,2024-07-27,1.30,14.77,10.09,2024-07-28T01:18:53.225000-04:00,2024-07-27T14:46:36.703000-04:00
2024-07-29,2024-07-28,0.98,3.47,21.00,2024-07-29T00:59:28.346000-04:00,2024-07-28T03:28:27.062000-04:00
2024-07-29,2024-07-29,7.53,3.28,4.23,2024-07-29T07:32:32.575000-04:00,2024-07-29T03:17:52.793000-04:00
2024-07-30,2024-07-29,0.80,13.83,10.14,2024-07-30T00:48:39.655000-04:00,2024-07-29T13:50:30.457000-04:00
2024-07-31,2024-07-30,2.15,5.22,20.89,2024-07-31T02:09:33.948000-04:00,2024-07-30T05:13:40.373000-04:00
2024-07-31,2024-07-31,6.97,2.15,4.57,2024-07-31T06:58:58.970000-04:00,2024-07-31T02:09:33.948000-04:00
2024-07-31,2024-07-31,12.72,6.97,5.11,2024-07-31T12:43:27.432000-04:00,2024-07-31T06:58:58.970000-04:00
2024-08-01,2024-07-31,5.02,13.00,15.30,2024-08-01T05:01:41.943000-04:00,2024-07-31T13:00:00.182000-04:00
2024-08-02,2024-08-01,1.10,7.48,17.45,2024-08-02T01:06:18.717000-04:00,2024-08-01T07:29:02.227000-04:00
2024-08-03,2024-08-02,1.40,14.20,9.76,2024-08-03T01:24:36.365000-04:00,2024-08-02T14:12:09.491000-04:00
2024-08-04,2024-08-03,2.85,11.32,15.50,2024-08-04T02:51:48.954000-04:00,2024-08-03T11:19:39.921000-04:00
2024-08-05,2024-08-04,3.30,14.85,11.43,2024-08-05T03:18:27.057000-04:00,2024-08-04T14:51:50.087000-04:00
2024-08-05,2024-08-05,12.10,4.97,7.08,2024-08-05T12:06:44.745000-04:00,2024-08-05T04:58:55.988000-04:00
2024-08-06,2024-08-05,2.05,14.17,11.65,2024-08-06T02:03:23.390000-04:00,2024-08-05T14:10:43.292000-04:00
2024-08-09,2024-08-08,5.75,12.05,17.66,2024-08-09T05:45:46.977000-04:00,2024-08-08T12:03:44.625000-04:00
2024-08-10,2024-08-09,5.93,16.68,12.48,2024-08-10T05:56:25.752000-04:00,2024-08-09T16:41:47.455000-04:00
2024-08-10,2024-08-10,13.50,5.93,4.73,2024-08-10T13:30:48.423000-04:00,2024-08-10T05:56:25.752000-04:00
2024-08-11,2024-08-10,4.40,13.50,12.87,2024-08-11T04:24:37.702000-04:00,2024-08-10T13:30:48.423000-04:00
2024-08-12,2024-08-11,3.82,11.47,16.22,2024-08-12T03:49:03.886000-04:00,2024-08-11T11:28:14.664000-04:00
2024-08-12,2024-08-12,7.55,3.82,3.23,2024-08-12T07:33:25.649000-04:00,2024-08-12T03:49:03.886000-04:00
2024-08-12,2024-08-12,14.17,9.05,5.05,2024-08-12T14:10:51.118000-04:00,2024-08-12T09:03:23.782000-04:00
2024-08-13,2024-08-12,3.17,14.17,11.20,2024-08-13T03:10:47.973000-04:00,2024-08-12T14:10:51.118000-04:00
2024-08-14,2024-08-13,7.30,12.65,18.47,2024-08-14T07:18:31.866000-04:00,2024-08-13T12:39:45.477000-04:00
2024-08-15,2024-08-14,3.98,8.18,19.76,2024-08-15T03:59:53.473000-04:00,2024-08-14T08:11:04.500000-04:00
2024-08-15,2024-08-15,8.70,4.62,3.80,2024-08-15T08:42:14.522000-04:00,2024-08-15T04:37:45.199000-04:00
2024-08-15,2024-08-15,12.47,8.70,3.16,2024-08-15T12:28:03.459000-04:00,2024-08-15T08:42:14.522000-04:00
2024-08-16,2024-08-15,5.08,15.38,13.49,2024-08-16T05:05:54.642000-04:00,2024-08-15T15:23:36.217000-04:00
2024-08-17,2024-08-16,3.60,8.03,19.17,2024-08-17T03:36:30.251000-04:00,2024-08-16T08:02:24.293000-04:00
2024-08-20,2024-08-19,6.98,13.55,16.70,2024-08-20T06:59:50.282000-04:00,2024-08-19T13:33:13.330000-04:00
2024-08-20,2024-08-20,13.18,6.98,6.08,2024-08-20T13:11:03.998000-04:00,2024-08-20T06:59:50.282000-04:00
2024-08-21,2024-08-20,1.60,16.77,6.53,2024-08-21T01:36:52.771000-04:00,2024-08-20T16:46:33.053000-04:00
2024-08-23,2024-08-22,7.50,15.62,15.42,2024-08-23T07:30:38.457000-04:00,2024-08-22T15:37:35.129000-04:00
2024-08-26,2024-08-25,1.18,7.50,17.35,2024-08-26T01:11:56.849000-04:00,2024-08-25T07:30:05.241000-04:00
2024-08-26,2024-08-26,6.68,2.13,4.41,2024-08-26T06:41:50.813000-04:00,2024-08-26T02:08:56.675000-04:00
2024-08-27,2024-08-26,0.03,14.58,7.39,2024-08-27T00:02:08.348000-04:00,2024-08-26T14:35:56.740000-04:00
2024-08-27,2024-08-27,3.38,0.03,3.34,2024-08-27T03:23:32.028000-04:00,2024-08-27T00:02:08.348000-04:00
2024-08-27,2024-08-27,13.35,7.63,5.67,2024-08-27T13:21:52.803000-04:00,2024-08-27T07:38:44.976000-04:00
2024-08-28,2024-08-27,1.85,16.43,8.85,2024-08-28T01:51:38-04:00,2024-08-27T16:26:37.009000-04:00
2024-08-28,2024-08-28,16.67,3.63,12.84,2024-08-28T16:40:03.376000-04:00,2024-08-28T03:38:35.134000-04:00
2024-08-28,2024-08-28,23.40,16.82,6.56,2024-08-28T23:24:50.707000-04:00,2024-08-28T16:49:08.334000-04:00
2024-09-03,2024-09-02,9.53,23.13,10.35,2024-09-03T09:32:07.168000-04:00,2024-09-02T23:08:38.738000-04:00
2024-09-03,2024-09-03,21.22,17.42,3.75,2024-09-03T21:13:47.193000-04:00,2024-09-03T17:25:48.122000-04:00
2024-09-04,2024-09-03,8.92,22.40,10.38,2024-09-04T08:55:14.785000-04:00,2024-09-03T22:24:11.597000-04:00
2024-09-05,2024-09-04,9.93,18.32,14.65,2024-09-05T09:56:54.431000-04:00,2024-09-04T18:19:49.427000-04:00
2024-09-06,2024-09-05,7.28,18.00,12.80,2024-09-06T07:17:07.581000-04:00,2024-09-05T18:00:24.101000-04:00
2024-09-07,2024-09-06,9.52,16.67,16.19,2024-09-07T09:31:57.996000-04:00,2024-09-06T16:40:05.818000-04:00
2024-09-08,2024-09-07,8.78,21.73,10.95,2024-09-08T08:47:11.653000-04:00,2024-09-07T21:44:25.579000-04:00
2024-09-09,2024-09-09,8.07,0.63,7.41,2024-09-09T08:04:30.995000-04:00,2024-09-09T00:38:31.764000-04:00
2024-09-10,2024-09-09,12.38,22.97,13.39,2024-09-10T12:23:52.220000-04:00,2024-09-09T22:58:59.899000-04:00
2024-09-11,2024-09-10,11.20,23.13,12.03,2024-09-11T11:12:56.231000-04:00,2024-09-10T23:08:52.388000-04:00
2024-09-12,2024-09-11,10.60,19.63,14.01,2024-09-12T10:36:48.075000-04:00,2024-09-11T19:38:32.245000-04:00
2024-09-13,2024-09-13,8.05,2.20,5.81,2024-09-13T08:03:06.559000-04:00,2024-09-13T02:12:32.002000-04:00
2024-09-14,2024-09-13,11.03,15.62,19.36,2024-09-14T11:02:48.044000-04:00,2024-09-13T15:37:54.211000-04:00
2024-09-15,2024-09-14,10.30,13.00,21.01,2024-09-15T10:18:25.293000-04:00,2024-09-14T13:00:10.308000-04:00
2024-09-15,2024-09-15,20.92,15.28,5.57,2024-09-15T20:55:33.328000-04:00,2024-09-15T15:17:57.028000-04:00
2024-09-16,2024-09-15,10.90,22.60,12.29,2024-09-16T10:54:38.381000-04:00,2024-09-15T22:36:10.370000-04:00
2024-09-17,2024-09-16,12.38,23.27,13.05,2024-09-17T12:23:49.368000-04:00,2024-09-16T23:16:29.513000-04:00
2024-09-17,2024-09-17,21.93,17.20,4.36,2024-09-17T21:56:48.806000-04:00,2024-09-17T17:12:17.536000-04:00
2024-09-18,2024-09-18,11.15,0.60,10.54,2024-09-18T11:09:43.771000-04:00,2024-09-18T00:36:07.200000-04:00
2024-09-19,2024-09-19,12.15,0.85,11.27,2024-09-19T12:09:13.752000-04:00,2024-09-19T00:51:17.020000-04:00
2024-09-19,2024-09-19,22.25,18.07,4.06,2024-09-19T22:15:09.519000-04:00,2024-09-19T18:04:44.627000-04:00
2024-09-20,2024-09-20,8.25,1.12,7.05,2024-09-20T08:15:17.428000-04:00,2024-09-20T01:07:23.892000-04:00
2024-09-20,2024-09-20,20.40,16.70,3.68,2024-09-20T20:24:20.431000-04:00,2024-09-20T16:42:08.906000-04:00
2024-09-21,2024-09-21,11.07,0.27,10.72,2024-09-21T11:04:34.884000-04:00,2024-09-21T00:16:07.332000-04:00
2024-09-21,2024-09-21,16.87,11.07,4.38,2024-09-21T16:52:15.015000-04:00,2024-09-21T11:04:34.884000-04:00
2024-09-22,2024-09-22,11.47,1.65,9.09,2024-09-22T11:28:14.795000-04:00,2024-09-22T01:39:31.800000-04:00
2024-09-23,2024-09-23,5.22,0.42,4.69,2024-09-23T05:13:31.931000-04:00,2024-09-23T00:25:25.057000-04:00
2024-09-23,2024-09-23,10.77,5.22,5.42,2024-09-23T10:46:37.302000-04:00,2024-09-23T05:13:31.931000-04:00
2024-09-24,2024-09-24,10.42,0.48,9.89,2024-09-24T10:25:41.901000-04:00,2024-09-24T00:29:26.200000-04:00
2024-09-25,2024-09-24,13.60,17.72,19.84,2024-09-25T13:36:47.438000-04:00,2024-09-24T17:43:35.589000-04:00
2024-09-26,2024-09-26,13.48,3.70,9.75,2024-09-26T13:29:08.087000-04:00,2024-09-26T03:42:59.207000-04:00
2024-09-26,2024-09-26,21.48,17.80,3.65,2024-09-26T21:29:35.602000-04:00,2024-09-26T17:48:15.366000-04:00
2024-09-27,2024-09-27,7.80,2.12,5.66,2024-09-27T07:48:35.665000-04:00,2024-09-27T02:07:57.902000-04:00
2024-09-28,2024-09-27,2.50,19.28,7.19,2024-09-28T02:30:24.660000-04:00,2024-09-27T19:17:14.694000-04:00
2024-09-28,2024-09-28,10.88,2.88,7.65,2024-09-28T10:53:01.721000-04:00,2024-09-28T02:53:32.649000-04:00
2024-09-28,2024-09-28,21.68,12.87,8.75,2024-09-28T21:41:58.596000-04:00,2024-09-28T12:52:22.004000-04:00
2024-09-29,2024-09-29,12.90,0.82,12.04,2024-09-29T12:54:07.223000-04:00,2024-09-29T00:49:09.822000-04:00
2024-09-30,2024-09-29,1.82,18.88,5.74,2024-09-30T01:49:51.893000-04:00,2024-09-29T18:53:53.203000-04:00
2024-09-30,2024-09-30,10.78,2.52,8.14,2024-09-30T10:47:40.038000-04:00,2024-09-30T02:31:01.198000-04:00
2024-10-01,2024-10-01,7.15,0.30,6.80,2024-10-01T07:09:50.433000-04:00,2024-10-01T00:18:51.640000-04:00
2024-10-01,2024-10-01,12.48,8.85,3.47,2024-10-01T12:29:46.564000-04:00,2024-10-01T08:51:54.073000-04:00
2024-10-02,2024-10-02,9.72,3.75,5.59,2024-10-02T09:43:26.826000-04:00,2024-10-02T03:45:33.219000-04:00
2024-10-02,2024-10-02,16.77,12.48,4.26,2024-10-02T16:46:25.499000-04:00,2024-10-02T12:29:44.028000-04:00
2024-10-03,2024-10-02,15.62,20.05,19.55,2024-10-03T15:37:27.582000-04:00,2024-10-02T20:03:29.235000-04:00
2024-10-04,2024-10-04,9.43,0.65,8.76,2024-10-04T09:26:52.569000-04:00,2024-10-04T00:39:02.393000-04:00
2024-10-05,2024-10-05,12.43,3.15,9.21,2024-10-05T12:26:24.200000-04:00,2024-10-05T03:09:56.288000-04:00
2024-10-06,2024-10-06,7.88,1.43,6.42,2024-10-06T07:53:58.407000-04:00,2024-10-06T01:26:35.629000-04:00
2024-10-07,2024-10-06,1.68,22.22,3.44,2024-10-07T01:41:10.148000-04:00,2024-10-06T22:13:39.084000-04:00
2024-10-07,2024-10-07,12.70,4.17,8.50,2024-10-07T12:42:00.714000-04:00,2024-10-07T04:10:02.698000-04:00
2024-10-07,2024-10-07,20.27,12.70,6.73,2024-10-07T20:16:35.516000-04:00,2024-10-07T12:42:00.714000-04:00
2024-10-08,2024-10-08,8.85,0.58,8.20,2024-10-08T08:51:59.437000-04:00,2024-10-08T00:35:08.986000-04:00
2024-10-09,2024-10-09,9.80,4.10,4.57,2024-10-09T09:48:17.105000-04:00,2024-10-09T04:06:01.754000-04:00
2024-10-09,2024-10-09,14.78,10.18,4.01,2024-10-09T14:47:20.709000-04:00,2024-10-09T10:11:53.473000-04:00
2024-10-10,2024-10-09,10.83,23.17,11.62,2024-10-10T10:50:00.184000-04:00,2024-10-09T23:10:22.806000-04:00
2024-10-11,2024-10-11,6.18,2.23,3.77,2024-10-11T06:11:42.565000-04:00,2024-10-11T02:14:02.943000-04:00
2024-10-13,2024-10-13,10.63,3.03,7.51,2024-10-13T10:38:41.513000-04:00,2024-10-13T03:02:16.892000-04:00
2024-10-14,2024-10-13,13.30,15.92,21.37,2024-10-14T13:18:56.246000-04:00,2024-10-13T15:55:13.430000-04:00
2024-10-15,2024-10-15,20.00,13.27,3.48,2024-10-15T20:00:51.399000-04:00,2024-10-15T13:16:05.248000-04:00
2024-10-16,2024-10-15,9.68,22.73,10.90,2024-10-16T09:41:10.470000-04:00,2024-10-15T22:44:47.644000-04:00
2024-10-17,2024-10-17,9.50,0.07,9.41,2024-10-17T09:30:40.618000-04:00,2024-10-17T00:04:16.513000-04:00
2024-10-18,2024-10-18,9.65,3.25,6.35,2024-10-18T09:39:20.181000-04:00,2024-10-18T03:15:55.699000-04:00
2024-10-19,2024-10-18,10.05,23.27,10.68,2024-10-19T10:03:41.454000-04:00,2024-10-18T23:16:50.673000-04:00
2024-10-19,2024-10-19,22.60,15.42,7.16,2024-10-19T22:36:48.450000-04:00,2024-10-19T15:25:57.033000-04:00
2024-10-20,2024-10-20,10.82,2.23,8.58,2024-10-20T10:49:58.633000-04:00,2024-10-20T02:14:01.924000-04:00
2024-10-20,2024-10-20,20.73,13.35,7.35,2024-10-20T20:44:37.359000-04:00,2024-10-20T13:21:00.045000-04:00
2024-10-21,2024-10-20,18.50,23.63,18.86,2024-10-21T18:30:53.092000-04:00,2024-10-20T23:38:16.653000-04:00
2024-10-22,2024-10-22,13.78,1.67,11.54,2024-10-22T13:47:55.243000-04:00,2024-10-22T01:40:51.253000-04:00
2024-10-23,2024-10-22,13.78,14.32,23.19,2024-10-23T13:47:21.869000-04:00,2024-10-22T14:19:19.711000-04:00
2024-10-24,2024-10-23,2.98,22.78,4.01,2024-10-24T02:59:23.175000-04:00,2024-10-23T22:47:04.543000-04:00
2024-10-24,2024-10-24,9.93,2.98,6.73,2024-10-24T09:56:36.348000-04:00,2024-10-24T02:59:23.175000-04:00
2024-10-27,2024-10-26,15.25,21.78,17.41,2024-10-27T15:15:03.262000-04:00,2024-10-26T21:47:33.483000-04:00
2024-10-28,2024-10-27,11.28,22.00,13.05,2024-10-28T11:17:23.167000-04:00,2024-10-27T22:00:52.470000-04:00
2024-10-29,2024-10-28,10.95,21.52,12.91,2024-10-29T10:57:01.650000-04:00,2024-10-28T21:31:02.565000-04:00
2024-10-29,2024-10-29,22.70,16.83,5.76,2024-10-29T22:42:02.983000-04:00,2024-10-29T16:50:14.912000-04:00
2024-10-30,2024-10-30,9.03,1.07,7.94,2024-10-30T09:02:28.282000-04:00,2024-10-30T01:04:27.012000-04:00
2024-10-30,2024-10-30,12.17,9.03,3.01,2024-10-30T12:10:21.318000-04:00,2024-10-30T09:02:28.282000-04:00
2024-10-31,2024-10-30,3.92,23.95,3.93,2024-10-31T03:55:05.240000-04:00,2024-10-30T23:57:05.132000-04:00
2024-10-31,2024-10-31,9.20,3.92,5.26,2024-10-31T09:12:01.064000-04:00,2024-10-31T03:55:05.240000-04:00
2024-10-31,2024-10-31,12.93,9.20,3.59,2024-10-31T12:56:49.955000-04:00,2024-10-31T09:12:01.064000-04:00
2024-11-01,2024-11-01,8.60,1.20,7.38,2024-11-01T08:36:18.155000-04:00,2024-11-01T01:12:14.041000-04:00
2024-11-02,2024-11-01,1.52,19.72,5.73,2024-11-02T01:31:38.797000-04:00,2024-11-01T19:43:39.437000-04:00
2024-11-02,2024-11-02,11.02,1.78,9.22,2024-11-02T11:01:26.039000-04:00,2024-11-02T01:47:09.654000-04:00
2024-11-03,2024-11-02,8.10,22.17,9.82,2024-11-03T08:06:57.891000-05:00,2024-11-02T22:10:49.993000-04:00
2024-11-03,2024-11-03,14.28,9.95,4.28,2024-11-03T14:17:12.312000-05:00,2024-11-03T09:57:36.025000-05:00
2024-11-04,2024-11-04,8.48,0.68,7.79,2024-11-04T08:29:58.195000-05:00,2024-11-04T00:41:13.032000-05:00
2024-11-05,2024-11-04,1.10,20.47,4.61,2024-11-05T01:06:55.670000-05:00,2024-11-04T20:28:07.713000-05:00
2024-11-05,2024-11-05,13.52,1.20,12.30,2024-11-05T13:31:45.995000-05:00,2024-11-05T01:12:40.665000-05:00
2024-11-05,2024-11-05,21.95,16.80,4.57,2024-11-05T21:57:46.058000-05:00,2024-11-05T16:48:21.783000-05:00
2024-11-06,2024-11-06,9.02,1.22,7.08,2024-11-06T09:01:39.936000-05:00,2024-11-06T01:13:28.965000-05:00
2024-11-06,2024-11-06,20.05,16.10,3.59,2024-11-06T20:03:55.469000-05:00,2024-11-06T16:06:37.869000-05:00
2024-11-07,2024-11-06,2.72,20.40,6.22,2024-11-07T02:43:43.541000-05:00,2024-11-06T20:24:43.772000-05:00
2024-11-07,2024-11-07,10.23,2.72,7.46,2024-11-07T10:14:53.932000-05:00,2024-11-07T02:43:43.541000-05:00
2024-11-08,2024-11-08,7.08,3.85,3.19,2024-11-08T07:05:43.092000-05:00,2024-11-08T03:51:15.214000-05:00
2024-11-09,2024-11-08,11.02,16.63,18.36,2024-11-09T11:01:03.308000-05:00,2024-11-08T16:38:08.009000-05:00
2024-11-09,2024-11-09,15.83,11.42,3.71,2024-11-09T15:50:09.228000-05:00,2024-11-09T11:25:45.747000-05:00
2024-11-09,2024-11-09,21.97,18.25,3.44,2024-11-09T21:58:38.674000-05:00,2024-11-09T18:15:26.276000-05:00
2024-11-10,2024-11-09,13.20,22.22,14.95,2024-11-10T13:12:22.057000-05:00,2024-11-09T22:13:54.501000-05:00
2024-11-11,2024-11-10,11.10,23.80,11.10,2024-11-11T11:06:37.372000-05:00,2024-11-10T23:48:59.244000-05:00
